# Generated by Tools/threads/flagoff-ledger.py (--base origin/main). One row per pre-existing function that has code the branch added
# outside every flag-on gate. Columns verdict, reason, reviewer are maintained by hand and survive regeneration.
# verdict: shape | restored | deliberate | data | fail-stop | lock | atomic | upstream-fix | flag-on-arm (see docs/threads/FLAG-OFF-LANDING.md L3).
file	function	ungated_lines	auto	verdict	reason	reviewer	note
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool allocating, bool reallocating> static MacroAssemblerCodeRef<JITThunkPtrTag> putByIdTransitionHandlerImpl(VM& vm)	1	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool allocating, bool reallocating> static void transitionHandlerImpl(VM& vm, CCallHelpers& jit, CCallHelpers::JumpList& allocationFailure, GPRReg base	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool isAccessor> static void customGetterHandlerImpl(VM& vm, CCallHelpers& jit, GPRReg baseGPR, GPRReg resultGPR, GPRReg propertyCacheGPR, GPRReg scrat	1	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool isAccessor> static void customSetterHandlerImpl(VM& vm, CCallHelpers& jit, GPRReg baseGPR, GPRReg valueGPR, GPRReg propertyCacheGPR, GPRReg scratc	1	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool isStrict, bool isSymbol> static MacroAssemblerCodeRef<JITThunkPtrTag> putByValSetterHandlerImpl()	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool isStrict> static MacroAssemblerCodeRef<JITThunkPtrTag> putByIdSetterHandlerImpl()	2	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool isStrict> static void setterHandlerImpl(CCallHelpers& jit, CCallHelpers::JumpList& fallThrough, GPRReg baseGPR, GPRReg valueGPR, GPRReg propertyCa	1	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool isSymbol> static MacroAssemblerCodeRef<JITThunkPtrTag> deleteByValDeleteHandlerImpl()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool isSymbol> static MacroAssemblerCodeRef<JITThunkPtrTag> getByValGetterHandlerImpl()	2	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool isSymbol> static MacroAssemblerCodeRef<JITThunkPtrTag> putByValReplaceHandlerImpl()	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool ownProperty, NonStringPrimitiveKeyType keyType> static MacroAssemblerCodeRef<JITThunkPtrTag> getByValNonStringPrimitiveKeyLoadHandlerImpl()	2	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool ownProperty, bool isSymbol> static MacroAssemblerCodeRef<JITThunkPtrTag> getByValLoadHandlerImpl()	2	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool ownProperty> static MacroAssemblerCodeRef<JITThunkPtrTag> getByIdLoadHandlerImpl()	2	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<bool ownProperty> static void loadHandlerImpl(CCallHelpers& jit, CCallHelpers::JumpList& fallThrough, GPRReg baseGPR, GPRReg resultGPR, GPRReg scratch1	2	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	template<typename Container> RefPtr<AccessCase> InlineCacheCompiler::tryFoldToMegamorphic(CodeBlock* codeBlock, const Container& cases)	3	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	void InlineCacheCompiler::emitExplicitExceptionHandler()	2	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	void InlineCacheCompiler::emitIntrinsicGetter(IntrinsicGetterAccessCase& accessCase)	1	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	void InlineCacheCompiler::generateAccessCase(unsigned index, AccessCase& accessCase)	9	fail-stop,gate-test				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	void InlineCacheCompiler::generateWithConditionChecks(unsigned index, AccessCase& accessCase)	4	other				
Source/JavaScriptCore/bytecode/InlineCacheCompiler.cpp	void InlineCacheCompiler::generateWithGuard(unsigned index, AccessCase& accessCase, CCallHelpers::JumpList& fallThrough)	7	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/LLIntPrototypeLoadAdaptiveStructureWatchpoint.cpp	bool LLIntPrototypeLoadAdaptiveStructureWatchpoint::install(VM&)	1	other				
Source/JavaScriptCore/bytecode/LLIntPrototypeLoadAdaptiveStructureWatchpoint.cpp	void LLIntPrototypeLoadAdaptiveStructureWatchpoint::fireInternal(VM& vm, const FireDetail&)	1	other				
Source/JavaScriptCore/bytecode/LazyValueProfile.cpp	UncheckedKeyHashMap<BytecodeIndex, JSValue*> CompressedLazyValueProfileHolder::speculationFailureValueProfileBucketsMap()	3	relaxed-atomic				
Source/JavaScriptCore/bytecode/LazyValueProfile.cpp	void CompressedLazyValueProfileHolder::computeUpdatedPredictions(CodeBlock* codeBlock)	4	relaxed-atomic				
Source/JavaScriptCore/bytecode/LazyValueProfile.cpp	void CompressedLazyValueProfileHolder::initializeData()	2	relaxed-atomic				
Source/JavaScriptCore/bytecode/LazyValueProfile.cpp	void LazyOperandValueProfileParser::initialize(CompressedLazyValueProfileHolder& holder)	3	relaxed-atomic				
Source/JavaScriptCore/bytecode/MetadataTable.h	inline SpeculatedType ValueProfileRef::computeUpdatedPrediction() const	2	relaxed-atomic				
Source/JavaScriptCore/bytecode/MetadataTable.h	inline SpeculatedType ValueProfileRef::prediction() const	2	relaxed-atomic				
Source/JavaScriptCore/bytecode/MetadataTable.h	inline void UnlinkedValueProfile::update(ValueProfileRef& profile)	2	relaxed-atomic				
Source/JavaScriptCore/bytecode/MetadataTable.h	inline void ValueProfileRef::computeUpdatedPredictionForExtraValue(JSValue& value) const	5	relaxed-atomic				
Source/JavaScriptCore/bytecode/MetadataTable.h	inline void ValueProfileRef::mergePrediction(SpeculatedType prediction) const	1	relaxed-atomic				
Source/JavaScriptCore/bytecode/MetadataTable.h	void dump(PrintStream& out) const	1	relaxed-atomic				
Source/JavaScriptCore/bytecode/ObjectAllocationProfile.h	protected: void clear()	2	fence,relaxed-atomic				
Source/JavaScriptCore/bytecode/ObjectAllocationProfileInlines.h	template<typename Derived> ALWAYS_INLINE void ObjectAllocationProfileBase<Derived>::initializeProfile(VM& vm, JSGlobalObject* globalObject, JSCell* owner, JSObj	8	relaxed-atomic,gate-test				
Source/JavaScriptCore/bytecode/ObjectPropertyConditionSet.cpp	static std::optional<PrototypeChainCachingStatus> prepareChainForCaching(JSGlobalObject* globalObject, JSCell* current, Structure* structure, UniquedStringImpl*	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	AccessGenerationResult PropertyInlineCache::addAccessCase(const GCSafeConcurrentJSLocker& locker, JSGlobalObject* globalObject, CodeBlock* codeBlock, ECMAMode e	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	RepatchingPropertyInlineCache::RepatchingPropertyInlineCache(AccessType accessType, CodeOrigin codeOrigin) : PropertyInlineCache(PropertyInlineCacheType::Repatc	1	fail-stop,gate-test				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	template<typename Visitor> void PropertyInlineCache::visitAggregateImpl(Visitor& visitor)	2	other				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void HandlerPropertyInlineCache::clearInlinedHandler(CodeBlock* codeBlock)	1	other				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void HandlerPropertyInlineCache::initializeFromDFGUnlinkedPropertyInlineCache(CodeBlock* codeBlock, const DFG::UnlinkedPropertyInlineCache& unlinkedPropertyCach	3	relaxed-atomic				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void HandlerPropertyInlineCache::initializeFromUnlinkedPropertyInlineCache(VM& vm, CodeBlock* codeBlock, const BaselineUnlinkedPropertyInlineCache& unlinkedProp	2	relaxed-atomic				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void HandlerPropertyInlineCache::setInlinedHandler(CodeBlock* codeBlock, Ref<InlineCacheHandler>&& handler)	8	fail-stop,debug-assert,fence,gate-test				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::deref(VM& vm, DisarmClearingWatchpoints disarm)	5	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::initGetByIdSelf(const ConcurrentJSLockerBase& locker, CodeBlock* codeBlock, Structure* inlineAccessBaseStructure, PropertyOffset offse	1	other				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::initInByIdSelf(const ConcurrentJSLockerBase& locker, CodeBlock* codeBlock, Structure* inlineAccessBaseStructure, PropertyOffset offset	1	other				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::initPutByIdReplace(const ConcurrentJSLockerBase& locker, CodeBlock* codeBlock, Structure* inlineAccessBaseStructure, PropertyOffset of	1	other				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::initializeWithUnitHandler(VM& vm, CodeBlock* codeBlock, Ref<InlineCacheHandler>&& handler)	6	fence,gate-test				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::prependHandler(VM& vm, CodeBlock* codeBlock, Ref<InlineCacheHandler>&& handler, bool isMegamorphic)	7	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::reconcileWeakReferencesAtGCEnd(const ConcurrentJSLockerBase& locker, CodeBlock* codeBlock)	1	other				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::reset(const ConcurrentJSLockerBase& locker, VM& vm, CodeBlock* codeBlock)	38	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::resetStubAsJumpInAccess(VM& vm, CodeBlock* codeBlock)	2	other				
Source/JavaScriptCore/bytecode/PropertyInlineCache.cpp	void PropertyInlineCache::rewireStubAsJumpInAccess(VM& vm, CodeBlock* codeBlock, Ref<InlineCacheHandler>&& handler)	3	fail-stop	fail-stop	a RELEASE_ASSERT or crash that flag off never reaches with the invariant it states	tool	
Source/JavaScriptCore/bytecode/PropertyInlineCache.h	(no enclosing function found)	7	other				
Source/JavaScriptCore/bytecode/PropertyInlineCache.h	ALWAYS_INLINE bool PropertyInlineCache::considerRepatchingCacheImpl(VM& vm, CodeBlock* codeBlock, Structure* structure, CacheableIdentifier impl)	14	relaxed-atomic				
Source/JavaScriptCore/bytecode/PropertyInlineCache.h	ALWAYS_INLINE bool RepatchingPropertyInlineCache::considerBufferingStructure(VM& vm, CodeBlock* codeBlock, Structure* structure, CacheableIdentifier impl)	2	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/bytecode/PropertyInlineCacheClearingWatchpoint.cpp	void PropertyInlineCacheClearingWatchpoint::fireInternal(VM& vm, const FireDetail&)	1	other				
Source/JavaScriptCore/bytecode/PropertyInlineCacheClearingWatchpoint.cpp	void StructureTransitionPropertyInlineCacheClearingWatchpoint::fireInternal(VM& vm, const FireDetail&)	4	other				
Source/JavaScriptCore/bytecode/PutByStatus.cpp	PutByStatus PutByStatus::computeFromLLInt(CodeBlock* profiledBlock, BytecodeIndex bytecodeIndex)	3	relaxed-atomic				
Source/JavaScriptCore/bytecode/Repatch.cpp	ALWAYS_INLINE static void fireWatchpointsAndClearStubIfNeeded(VM& vm, PropertyInlineCache& propertyCache, CodeBlock* codeBlock, AccessGenerationResult& result)	1	other				
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction actionForCell(VM& vm, JSCell* cell)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction tryCacheArrayGetByVal(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue baseValue, JSValue index, PropertyInlineCache& proper	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction tryCacheArrayInByVal(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue baseValue, JSValue index, PropertyInlineCache& propert	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction tryCacheDeleteBy(JSGlobalObject* globalObject, CodeBlock* codeBlock, DeletePropertySlot& slot, JSValue baseValue, Structure* oldStructu	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction tryCacheGetBy(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue baseValue, CacheableIdentifier propertyName, const PropertySl	26	relaxed-atomic,gate-test				
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction tryCacheInBy( JSGlobalObject* globalObject, CodeBlock* codeBlock, JSObject* base, CacheableIdentifier propertyName, bool wasFound, cons	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction tryCacheInstanceOf(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue valueValue, JSValue prototypeValue, PropertyInlineCache&	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction tryCachePutBy(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue baseValue, Structure* oldStructure, CacheableIdentifier prope	15	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	static InlineCacheAction tryCacheSetPrivateBrand( JSGlobalObject* globalObject, CodeBlock* codeBlock, JSObject* base, Structure* oldStructure, CacheableIdentifi	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	static void linkPolymorphicCallImpl(VM& vm, JSCell* owner, CallFrame* callFrame, CallLinkInfo& callLinkInfo, CallVariant newVariant)	7	debug-assert,gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void linkDirectCall(VM& vm, DirectCallLinkInfo& callLinkInfo, CodeBlock* calleeCodeBlock, CodePtr<JSEntryPtrTag> codePtr)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void linkMonomorphicCall(VM& vm, JSCell* owner, CallLinkInfo& callLinkInfo, CodeBlock* calleeCodeBlock, JSObject* callee, CodePtr<JSEntryPtrTag> codePtr)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchArrayGetByVal(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue base, JSValue index, PropertyInlineCache& propertyCache, GetByKind kind)	8	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchArrayInByVal(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue base, JSValue index, PropertyInlineCache& propertyCache, InByKind kind)	6	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchArrayPutByVal(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue base, JSValue index, PropertyInlineCache& propertyCache, PutByKind putByKi	8	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchCheckPrivateBrand(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSObject* baseObject, CacheableIdentifier brandID, PropertyInlineCache& proper	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchDeleteBy(JSGlobalObject* globalObject, CodeBlock* codeBlock, DeletePropertySlot& slot, JSValue baseValue, Structure* oldStructure, CacheableIdentifi	7	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchGetBy(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue baseValue, CacheableIdentifier propertyName, const PropertySlot& slot, PropertyInl	15	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchGetBySlowPathCall(VM& vm, CodeBlock* codeBlock, PropertyInlineCache& propertyCache, GetByKind kind)	1	other				
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchHasPrivateBrand(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSObject* baseObject, CacheableIdentifier brandID, bool wasFound, PropertyInline	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchInBy(JSGlobalObject* globalObject, CodeBlock* codeBlock, JSObject* baseObject, CacheableIdentifier propertyName, bool wasFound, const PropertySlot& 	6	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchInBySlowPathCall(VM& vm, CodeBlock* codeBlock, PropertyInlineCache& propertyCache, InByKind kind)	1	other				
Source/JavaScriptCore/bytecode/Repatch.cpp	void repatchInstanceOf( JSGlobalObject* globalObject, CodeBlock* codeBlock, JSValue valueValue, JSValue prototypeValue, PropertyInlineCache& propertyCache, bool	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
